Date;Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);SO2 (µg/m3);Tolueno (µg/m3)
16/01/2019;0,23;0,28;0,3;0,42;37;43;100;0,34;20;13;2,15
15/01/2019;0,11;0,3;0,28;0,32;27;43;83;0,32;16;11;2,15
14/01/2019;0,29;0,25;0,23;0,19;8;39;52;0,18;9;10;1,36
13/01/2019;0,16;0,32;0,36;0,22;16;37;61;0,08;15;12;1,86
12/01/2019;0,17;0,43;0,42;0,29;34;50;101;0,21;19;14;2,22
11/01/2019;0,12;0,44;0,43;0,51;52;59;137;0,35;29;13;3,5
10/01/2019;0,34;0,25;0,2;0,14;8;32;43;0,09;13;8;0,95
09/01/2019;0,22;0,28;0,29;0,21;7;28;39;0,07;18;9;1,2
08/01/2019;0,11;0,35;0,35;0,4;28;51;93;0,14;24;12;2,49
07/01/2019;0,46;0,26;0,25;0,16;7;37;47;0,17;16;9;1,02
06/01/2019;0,24;0,36;0,42;0,19;21;33;65;0,12;25;23;1,32
05/01/2019;0,07;0,52;0,5;0,35;50;51;126;0,24;34;26;2,93
04/01/2019;0,19;0,4;0,37;0,33;41;43;106;0,21;29;15;2,46
03/01/2019;0,22;0,28;0,25;0,23;26;37;75;0,14;17;11;1,63
02/01/2019;0,49;0,27;0,28;0,17;10;36;51;0,13;9;8;1,16
01/01/2019;0,69;0,37;0,41;0,22;33;30;79;0,13;45;13;1,46
